date,Tesla,Nvidia,Microsoft,Intel,Apple,Amazon
2019-11-19,23.968000411987305,5.174581527709961,143.64498901367188,51.47005844116211,64.5408706665039,87.6395034790039
2019-11-20,23.481332778930664,5.253945350646973,143.39581298828125,51.0731201171875,63.78953170776367,87.27649688720703
2019-11-21,23.655332565307617,5.22906494140625,143.26161193847656,51.35538864135742,63.50352478027344,86.7354965209961
2019-11-22,22.202667236328125,5.246730804443359,143.3670654296875,50.81731033325195,63.44778060913086,87.28600311279297
2019-11-25,22.422666549682617,5.503480911254883,144.93882751464844,51.87582015991211,64.56026458740234,88.69200134277344
2019-11-26,21.92799949645996,5.398741722106934,145.70555114746094,51.95520782470703,64.05614471435547,89.84700012207031
2019-11-27,22.086000442504883,5.433596134185791,145.9834747314453,51.6111946105957,64.91654205322266,90.92549896240234
2019-11-29,21.996000289916992,5.396251201629639,145.0825958251953,51.20543670654297,64.77354431152344,90.04000091552734
2019-12-02,22.32466697692871,5.2097697257995605,143.32872009277344,50.86141586303711,64.02462005615234,89.08000183105469
2019-12-03,22.413333892822266,5.170183181762695,143.09872436523438,49.45888900756836,62.883052825927734,88.49800109863281
2019-12-04,22.20199966430664,5.214001655578613,143.6162567138672,49.41478729248047,63.438079833984375,88.03450012207031
2019-12-05,22.024667739868164,5.197072505950928,143.69290161132812,49.46772003173828,64.36878204345703,87.02400207519531
2019-12-06,22.392667770385742,5.282469272613525,145.43719482421875,50.11164093017578,65.61215209960938,87.58000183105469
2019-12-09,22.635332107543945,5.282469272613525,145.06341552734375,49.864654541015625,64.69357299804688,87.47550201416016
2019-12-10,23.256000518798828,5.327534198760986,144.84300231933594,49.91758346557617,65.07166290283203,86.96050262451172
2019-12-11,23.51333236694336,5.411188125610352,145.3892822265625,50.34098815917969,65.62669372558594,87.43599700927734
2019-12-12,23.978666305541992,5.5787482261657715,146.86520385742188,50.7643928527832,65.7939453125,88.0165023803711
2019-12-13,23.892667770385742,5.576755523681641,148.10153198242188,50.97608947753906,66.68829345703125,88.0469970703125
2019-12-16,25.433332443237305,5.605637550354004,149.05995178222656,50.896705627441406,67.82984161376953,88.46050262451172
2019-12-17,25.266000747680664,5.6838154792785645,148.25489807128906,50.54386901855469,67.96315002441406,89.53299713134766
2019-12-18,26.209999084472656,5.714189529418945,147.94821166992188,50.42919158935547,67.80074310302734,89.20149993896484
2019-12-19,26.93600082397461,5.862329483032227,149.2324676513672,51.12604522705078,67.86863708496094,89.61399841308594
2019-12-20,27.03933334350586,5.9596781730651855,150.86172485351562,51.99931335449219,67.72807312011719,89.32499694824219
2019-12-23,27.947999954223633,5.945984363555908,150.86172485351562,52.24629592895508,68.83325958251953,89.6500015258789
2019-12-24,28.350000381469727,5.941005229949951,150.83302307128906,52.40507888793945,68.898681640625,89.46050262451172
2019-12-26,28.729333877563477,5.955196380615234,152.0692901611328,52.76673126220703,70.26567077636719,93.4384994506836
2019-12-27,28.691999435424805,5.897435188293457,152.34727478027344,52.99607467651367,70.239013671875,93.48999786376953
2019-12-30,27.64666748046875,5.784151554107666,151.0342559814453,52.5903205871582,70.6558837890625,92.34449768066406
2019-12-31,27.8886661529541,5.858346462249756,151.13967895507812,52.79319763183594,71.17213439941406,92.39199829101562
2020-01-02,28.68400001525879,5.973121643066406,153.93821716308594,53.666465759277344,72.79601287841797,94.90049743652344
2020-01-03,29.534000396728516,5.877517223358154,152.0214080810547,53.01371765136719,72.0882797241211,93.74849700927734
2020-01-06,30.1026668548584,5.902164936065674,152.4143829345703,52.863765716552734,72.66271209716797,95.14399719238281
2020-01-07,31.270666122436523,5.973620891571045,151.02467346191406,51.98167419433594,72.32096862792969,95.34300231933594
2020-01-08,32.80933380126953,5.984824180603027,153.4302520751953,52.01695251464844,73.4843521118164,94.59850311279297
2020-01-09,32.089332580566406,6.050552845001221,155.34706115722656,52.30805206298828,75.04524993896484,95.05249786376953
2020-01-10,31.876667022705078,6.082920074462891,154.6282501220703,51.99049758911133,75.21485900878906,94.15799713134766
2020-01-13,34.990665435791016,6.273633003234863,156.487548828125,52.56385803222656,76.82179260253906,94.56500244140625
2020-01-14,35.861331939697266,6.1566162109375,155.3853759765625,52.4227180480957,75.7844467163086,93.47200012207031
2020-01-15,34.56666564941406,6.114041328430176,156.39170837402344,51.99049758911133,75.45965576171875,93.10099792480469
2020-01-16,34.232666015625,6.197696208953857,159.25733947753906,52.62560272216797,76.4049072265625,93.89700317382812
2020-01-17,34.03333282470703,6.2064104080200195,160.14865112304688,52.57267379760742,77.25078582763672,93.23600006103516
2020-01-21,36.47999954223633,6.1730475425720215,159.5735626220703,53.4106559753418,76.7272720336914,94.5999984741211
2020-01-22,37.97066879272461,6.227076053619385,158.80690002441406,55.33362579345703,77.00115966796875,94.37300109863281
2020-01-23,38.14666748046875,6.295543670654297,159.78443908691406,55.85404968261719,77.37197875976562,94.22899627685547
2020-01-24,37.654666900634766,6.2362871170043945,158.17431640625,60.39683532714844,77.14899444580078,93.08200073242188
2020-01-27,37.201332092285156,5.98034143447876,155.52914428710938,57.944610595703125,74.88042449951172,91.41699981689453
2020-01-28,37.793331146240234,6.1737961769104,158.5768585205078,59.373600006103516,76.99872589111328,92.6624984741211
2020-01-29,38.732666015625,6.1132941246032715,161.04954528808594,58.5091438293457,78.61048126220703,92.9000015258789
2020-01-30,42.72066879272461,6.120016574859619,165.59237670898438,58.63264083862305,78.49656677246094,93.53399658203125
2020-01-31,43.371334075927734,5.886479377746582,163.14842224121094,56.39213562011719,75.0161361694336,100.43599700927734
2020-02-03,52.0,5.983578205108643,167.12579345703125,56.82435989379883,74.81011962890625,100.20999908447266
2020-02-04,59.137332916259766,6.152882099151611,172.6270294189453,57.741722106933594,77.27986907958984,102.4834976196289
2020-02-05,48.97999954223633,6.243259429931641,172.4161376953125,59.400062561035156,77.91002655029297,101.99349975585938
2020-02-06,49.930667877197266,6.330150604248047,175.99099731445312,59.47098159790039,78.82135009765625,102.5114974975586
2020-02-07,49.871334075927734,6.263922691345215,176.24020385742188,58.522491455078125,77.74995422363281,103.96399688720703
2020-02-10,51.41866683959961,6.547255516052246,180.85006713867188,58.8504753112793,78.11923217773438,106.69550323486328
2020-02-11,51.62533187866211,6.669749736785889,176.7672576904297,59.754642486572266,77.64791870117188,107.54000091552734
2020-02-12,51.15266799926758,6.785521984100342,177.0260772705078,59.79895782470703,79.49185943603516,108.0
2020-02-13,53.599998474121094,6.741703987121582,176.0676727294922,59.78124237060547,78.92581939697266,107.49349975585938
2020-02-14,53.33533477783203,7.215002536773682,177.63943481445312,59.630531311035156,78.94527435302734,106.74349975585938
2020-02-18,57.22666549682617,7.383805751800537,179.4412384033203,58.62886047363281,77.49972534179688,107.78350067138672
2020-02-19,61.16133117675781,7.8351945877075195,179.97940063476562,59.48871994018555,78.62213897705078,108.51100158691406
2020-02-20,59.96066665649414,7.685811996459961,177.23086547851562,58.0172233581543,77.81555938720703,107.65499877929688
2020-02-21,60.06666564941406,7.32156229019165,171.628173828125,57.03327560424805,76.05419158935547,104.79850006103516
2020-02-24,55.58599853515625,6.803945541381836,164.2283172607422,54.74627685546875,72.44160461425781,100.4645004272461
2020-02-25,53.32733154296875,6.524349689483643,161.51824951171875,52.946807861328125,69.98783111572266,98.63700103759766
2020-02-26,51.91999816894531,6.663774490356445,163.536376953125,52.875892639160156,71.09809875488281,98.97949981689453
2020-02-27,45.266666412353516,6.292831897735596,152.0137939453125,49.48971176147461,66.45053100585938,94.21499633789062
2020-02-28,44.53266525268555,6.728047847747803,155.6944580078125,49.21491622924805,66.41167449951172,94.1875
2020-03-02,49.574668884277344,6.886490345001221,166.05426025390625,51.57284164428711,72.59465026855469,97.69750213623047
2020-03-03,49.70066833496094,6.62391471862793,158.09701538085938,49.61382293701172,70.28910064697266,95.44950103759766
2020-03-04,49.96666717529297,7.087780952453613,163.901611328125,52.016056060791016,73.54943084716797,98.79149627685547
2020-03-05,48.30266571044922,6.808265209197998,159.78842163085938,50.491390228271484,71.16370391845703,96.20149993896484
2020-03-06,46.89866638183594,6.627652168273926,155.27166748046875,49.43653106689453,70.21862030029297,95.05449676513672
2020-03-09,40.53333282470703,6.114459991455078,144.74847412109375,45.07525634765625,64.66490173339844,90.03050231933594
2020-03-10,43.02199935913086,6.504087924957275,154.64697265625,47.84980773925781,69.32215881347656,94.59100341796875
2020-03-11,42.28200149536133,6.140119552612305,147.64117431640625,45.79327392578125,66.9145736694336,91.04299926757812
2020-03-12,37.369998931884766,5.388766288757324,133.63912963867188,40.3682861328125,60.306453704833984,83.83049774169922
2020-03-13,36.44133377075195,5.999864101409912,152.63848876953125,48.24870681762695,67.53165435791016,89.25
2020-03-16,29.67133331298828,4.892763137817383,130.14100646972656,39.54390335083008,58.843910217285156,84.4574966430664
2020-03-17,28.68000030517578,5.412682056427002,140.8563995361328,44.3927116394043,61.4312858581543,90.39199829101562
2020-03-18,24.08133316040039,5.052700042724609,134.92689514160156,42.20321273803711,59.927452087402344,91.5
2020-03-19,28.50933265686035,5.3055596351623535,137.1468505859375,40.72285842895508,59.468284606933594,94.04650115966797
2020-03-20,28.50200080871582,5.125693321228027,131.9958038330078,40.6253547668457,55.692909240722656,92.30449676513672
2020-03-23,28.952667236328125,5.298583984375,130.67919921875,43.949485778808594,54.50975799560547,95.1415023803711
2020-03-24,33.66666793823242,6.207631587982178,142.55738830566406,46.44923782348633,59.978477478027344,97.00499725341797
2020-03-25,35.95000076293945,6.11894416809082,141.1927490234375,45.43870162963867,59.6480598449707,94.29199981689453
2020-03-26,35.21066665649414,6.40842342376709,150.02452087402344,49.23264694213867,62.78693389892578,97.77449798583984
2020-03-27,34.29066848754883,6.296070575714111,143.86434936523438,46.422637939453125,60.18739700317383,95.00499725341797
2020-03-30,33.47533416748047,6.61644172668457,153.98388671875,49.18832778930664,61.905029296875,98.19750213623047
2020-03-31,34.93333435058594,6.566867351531982,151.5621337890625,47.973907470703125,61.77870559692383,97.48600006103516
2020-04-01,32.104000091552734,6.055417537689209,146.18043518066406,45.98828887939453,58.52809143066406,95.38500213623047
2020-04-02,30.29800033569336,6.364330291748047,149.20761108398438,48.17778396606445,59.50471496582031,95.94149780273438
2020-04-03,32.000667572021484,6.0763444900512695,147.83335876464844,47.9827766418457,58.64955139160156,95.32949829101562
2020-04-06,34.41600036621094,6.686444282531738,158.827392578125,51.794429779052734,63.76600646972656,99.87950134277344
2020-04-07,36.36333465576172,6.453017234802246,157.1168212890625,51.767852783203125,63.02743148803711,100.58000183105469
2020-04-08,36.589332580566406,6.650322914123535,158.69287109375,52.281986236572266,64.6406021118164,102.1500015258789
2020-04-09,38.20000076293945,6.550673007965088,158.70245361328125,50.65095138549805,65.1070556640625,102.13800048828125
2020-04-13,43.39666748046875,6.722567081451416,159.0580291748047,52.033782958984375,66.38494873046875,108.44349670410156
2020-04-14,47.32600021362305,7.0738301277160645,166.92877197265625,53.77119064331055,69.73760986328125,114.16600036621094
2020-04-15,48.65533447265625,6.996353626251221,165.1797332763672,52.184478759765625,69.1010971069336,115.38400268554688
2020-04-16,49.680667877197266,7.341636657714844,170.13856506347656,53.88644027709961,69.650146484375,120.40950012207031
2020-04-17,50.259334564208984,7.282345294952393,171.63775634765625,53.50526809692383,68.70508575439453,118.75
2020-04-20,49.75733184814453,7.151058197021484,168.23574829101562,52.45927047729492,67.27897644042969,119.68049621582031
2020-04-21,45.781333923339844,6.714097499847412,161.2779998779297,49.959529876708984,65.19937896728516,116.40599822998047
2020-04-22,48.807334899902344,7.128637790679932,166.75579833984375,53.2747917175293,67.07735443115234,118.17449951171875
2020-04-23,47.04199981689453,7.075324535369873,164.73764038085938,52.33517074584961,66.8174057006836,119.97250366210938
2020-04-24,48.34333419799805,7.214334964752197,167.74563598632812,52.53019332885742,68.74639129638672,120.51100158691406
2020-04-27,53.25,7.400928020477295,167.26513671875,52.71634292602539,68.79498291015625,118.80000305175781
2020-04-28,51.27466583251953,7.2584309577941895,163.1904296875,52.07810974121094,67.67986297607422,115.7040023803711
2020-04-29,53.367332458496094,7.435305595397949,170.51333618164062,54.78173828125,69.90283203125,118.635498046875
2020-04-30,52.12533187866211,7.281349182128906,172.2239990234375,53.168426513671875,71.37749481201172,123.69999694824219
2020-05-01,46.75466537475586,7.044682502746582,167.76492309570312,50.94346237182617,70.22836303710938,114.302001953125
2020-05-04,50.74599838256836,7.256686687469482,171.86842346191406,51.4044075012207,71.22200775146484,115.79949951171875
2020-05-05,51.2140007019043,7.317720890045166,173.7135772705078,52.07810974121094,72.29095458984375,115.88999938964844
2020-05-06,52.172000885009766,7.41861629486084,175.42420959472656,52.75560760498047,73.03680419921875,117.56300354003906
2020-05-07,52.00266647338867,7.594994068145752,176.44287109375,52.74668502807617,73.7923812866211,118.38050079345703
2020-05-08,54.62799835205078,7.785074710845947,177.48077392578125,53.192405700683594,75.54875946044922,118.98049926757812
2020-05-11,54.08599853515625,8.037185668945312,179.46044921875,53.60247039794922,76.73753356933594,120.44999694824219
2020-05-12,53.96066665649414,7.775108814239502,175.39535522460938,52.05136489868164,75.86056518554688,117.84750366210938
2020-05-13,52.73066711425781,7.752687931060791,172.74298095703125,51.471923828125,74.94461822509766,118.39600372314453
2020-05-14,53.55533218383789,8.002309799194336,173.49252319335938,52.66645812988281,75.40503692626953,119.44249725341797
2020-05-15,53.27799987792969,8.460943222045898,176.02000427246094,51.95330047607422,74.95923614501953,120.48899841308594
2020-05-18,54.242000579833984,8.71953296661377,177.7017822265625,53.41526794433594,76.7253646850586,121.31300354003906
2020-05-19,53.867332458496094,8.774590492248535,176.47169494628906,53.7451057434082,76.28199768066406,122.46649932861328
2020-05-20,54.37066650390625,8.938512802124023,178.91944885253906,56.25006103515625,77.76554870605469,124.89700317382812
2020-05-21,55.17333221435547,8.744444847106934,176.77044677734375,55.251644134521484,77.18577575683594,122.33699798583984
2020-05-22,54.45866775512695,8.994564056396484,176.8475341796875,55.501243591308594,77.68272399902344,121.84400177001953
2020-05-26,54.591331481933594,8.687146186828613,174.9779815673828,55.57255935668945,77.15653991699219,121.09300231933594
2020-05-27,54.68199920654297,8.495323181152344,175.20924377441406,56.66012191772461,77.49269104003906,120.51950073242188
2020-05-28,53.72066879272461,8.457206726074219,174.8141326904297,55.002037048339844,77.52679443359375,120.05500030517578
2020-05-29,55.66666793823242,8.844344139099121,176.59698486328125,56.09851837158203,77.45130157470703,122.11849975585938
2020-06-01,59.87333297729492,8.775336265563965,176.1922607421875,55.14467239379883,78.4037857055664,123.552001953125
2020-06-02,58.770668029785156,8.794272422790527,178.1967010498047,55.37644577026367,78.7667465209961,123.62049865722656
2020-06-03,58.86399841308594,8.738714218139648,178.63035583496094,55.20707321166992,79.20037078857422,123.91999816894531
2020-06-04,57.62533187866211,8.739713668823242,176.27894592285156,56.13418197631836,78.51828002929688,123.02999877929688
2020-06-05,59.04399871826172,8.892743110656738,180.40357971191406,57.355445861816406,80.75456237792969,124.1500015258789
2020-06-08,63.327999114990234,8.778094291687012,181.521484375,56.75818634033203,81.23202514648438,126.2030029296875
2020-06-09,62.711334228515625,9.01835823059082,182.90919494628906,56.196571350097656,83.79718017578125,130.04299926757812
2020-06-10,68.336669921875,9.338129043579102,189.69361877441406,56.93647003173828,85.95305633544922,132.37249755859375
2020-06-11,64.85600280761719,8.76937198638916,179.50732421875,53.219154357910156,81.82640838623047,127.89800262451172
2020-06-12,62.35200119018555,8.905204772949219,180.92398071289062,52.889320373535156,82.5328598022461,127.2509994506836
2020-06-15,66.05999755859375,9.145718574523926,182.08038330078125,53.57572555541992,83.55355834960938,128.63400268554688
2020-06-16,65.47533416748047,9.040788650512695,186.54229736328125,53.843170166015625,85.76790618896484,130.7635040283203
2020-06-17,66.11933135986328,9.20777702331543,187.18798828125,53.92339324951172,85.64856719970703,132.0489959716797
2020-06-18,66.9306640625,9.189833641052246,189.19248962402344,53.55790710449219,85.68267822265625,132.69900512695312
2020-06-19,66.72666931152344,9.232950210571289,188.06494140625,53.14783477783203,85.19300842285156,133.75050354003906
2020-06-22,66.28800201416016,9.497636795043945,193.28819274902344,53.56681442260742,87.4219741821289,135.6909942626953
2020-06-23,66.78533172607422,9.421123504638672,194.57948303222656,53.41526794433594,89.28799438476562,138.2205047607422
2020-06-24,64.0566635131836,9.20727825164795,190.65725708007812,52.67538070678711,87.71188354492188,136.72000122070312
2020-06-25,65.73200225830078,9.461000442504883,193.0664825439453,52.158329010009766,88.87628936767578,137.72900390625
2020-06-26,63.982666015625,9.127025604248047,189.2020721435547,51.25798416137695,86.14550018310547,134.64349365234375
2020-06-29,67.29000091552734,9.17188835144043,191.23550415039062,51.94438552856445,88.1308822631836,134.0189971923828
2020-06-30,71.98733520507812,9.468728065490723,196.1214141845703,53.335044860839844,88.8665542602539,137.9409942626953
2020-07-01,74.64199829101562,9.500877380371094,197.26821899414062,52.42577362060547,88.69845581054688,143.93499755859375
2020-07-02,80.57733154296875,9.582879066467285,198.77157592773438,52.71102523803711,88.69845581054688,144.51499938964844
2020-07-06,91.43866729736328,9.809183120727539,203.0503692626953,53.07652282714844,91.07117462158203,152.8520050048828
2020-07-07,92.65733337402344,9.841585159301758,200.6893310546875,51.98004913330078,90.78858947753906,150.00599670410156
2020-07-08,91.05867004394531,10.184782028198242,205.1030731201172,52.247474670410156,92.9030532836914,154.0554962158203
2020-07-09,92.9520034790039,10.476886749267578,206.53895568847656,52.078102111816406,93.30258178710938,159.13150024414062
2020-07-10,102.97666931152344,10.44722843170166,205.9125518798828,53.06760787963867,93.46578979492188,160.0
